"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min40_48",40,0.87976176214294,7.74604069454074,-0.00546564887133921,13.46,13.46,13.46,"Ch1","2024-02-20","SMR",8,-7.73691136495517e-16
"min40_48",40,0.854908240925031,7.97823898659039,-0.00528369827173844,13.46,13.46,13.46,"Ch2","2024-02-20","SMR",8,-7.73691136495517e-16
"min40_48",40,0.921009360951995,8.00904137141687,-0.00588647716196894,13.46,13.46,13.46,"Ch4","2024-02-20","SMR",8,-7.73691136495517e-16
"min69_76",69,0.862703476072058,7.89637040303711,-0.00596593859793151,13.46,13.46,13.46,"Ch1","2024-02-20","SMR",7,-7.73691136495517e-16
"min69_76",69,0.848509201097585,8.14797250059739,-0.00585929032720148,13.46,13.46,13.46,"Ch2","2024-02-20","SMR",7,-7.73691136495517e-16
"min69_76",69,0.890862424851488,8.13848161540207,-0.00572199829585279,13.46,13.46,13.46,"Ch4","2024-02-20","SMR",7,-7.73691136495517e-16
"min100_110",100,0.903124651035006,7.96058884621442,-0.00520824477660006,13.46,13.46,13.46,"Ch1","2024-02-20","SMR",10,-7.73691136495517e-16
"min100_110",100,0.914156307632376,8.26346581710351,-0.00561897026411854,13.46,13.46,13.46,"Ch2","2024-02-20","SMR",10,-7.73691136495517e-16
"min100_110",100,0.945853005846287,8.31120523509006,-0.00606200300091929,13.46,13.46,13.46,"Ch4","2024-02-20","SMR",10,-7.73691136495517e-16
"min132_141",132,0.883430492764773,8.06218190636982,-0.00507635375069905,13.46,13.46,13.46,"Ch1","2024-02-20","SMR",9,-7.73691136495517e-16
"min132_141",132,0.866257609066033,8.31817323444137,-0.00500353554853303,13.46,13.46,13.46,"Ch2","2024-02-20","SMR",9,-7.73691136495517e-16
"min132_141",132,0.893076561643823,8.32259621511811,-0.0050637922707403,13.46,13.46,13.46,"Ch4","2024-02-20","SMR",9,-7.73691136495517e-16
